#;domain;problem;run-on;heuristic;search-strategy;tot-time ;search-time ;peak-memory (KB);generated;evaluated;expanded;%expanded;coverage;length;cost;%used;solution-quality;dead-ends;success (1-success, 0-failure)
;opt tel;instance 4;Marta;add+cg;eager_greedy;27.9886s;27.611s;87364;142369;79270;9085;6,38%;;90;90;0,99%;1;19448;1
;opt tel;instance 5;Marta;add+cg;eager_greedy;;;;;;;#DIV/0!;;;;#DIV/0!;#DIV/0!;;1
;opt tel;instance 6;Marta;add+cg;eager_greedy;;;;;;;#DIV/0!;;;;#DIV/0!;#DIV/0!;;0
;opt tel;instance 7;Marta;add+cg;eager_greedy;;;;;;;#DIV/0!;;;;#DIV/0!;#DIV/0!;;0
;opt tel;instance 8;Marta;add+cg;eager_greedy;;;;;;;#DIV/0!;;;;#DIV/0!;#DIV/0!;;0
;opt tel;instance 9;Marta;add+cg;eager_greedy;;;;;;;#DIV/0!;;;;#DIV/0!;#DIV/0!;;0
;opt tel;instance 10;Marta;add+cg;eager_greedy;;;;;;;#DIV/0!;;;;#DIV/0!;#DIV/0!;;0
;opt tel;instance 11;Marta;add+cg;eager_greedy;;;;;;;#DIV/0!;;;;#DIV/0!;#DIV/0!;;0
;opt tel;instance 12;Marta;add+cg;eager_greedy;;;;;;;#DIV/0!;;;;#DIV/0!;#DIV/0!;;0
;opt tel;instance 13;Marta;add+cg;eager_greedy;;;;;;;#DIV/0!;;;;#DIV/0!;#DIV/0!;;0
;opt tel;instance 14;Marta;add+cg;eager_greedy;;;;;;;#DIV/0!;;;;#DIV/0!;#DIV/0!;;0
